prod_taz,attr_taz,purp_acces,trips
     734,    2151,  11.00000000000000,  13.07301587301590
     738,     709,  11.00000000000000,   9.59243697478991
     739,     766,  11.00000000000000,   9.59243697478991
     739,     770,  11.00000000000000,   4.79621848739496
     743,     667,   6.00000000000000,   2.08333333333333
     743,     709,  11.00000000000000,   7.14900153609832
     749,     433,  11.00000000000000,   3.57450076804916
     751,     768,   6.00000000000000,   9.59243697478991
     751,     770,   1.00000000000000,   2.86813186813187
     765,     620,   1.00000000000000,  26.69047619047620
     766,     246,  11.00000000000000,   6.10476190476190
     767,     943,   1.00000000000000,   9.59243697478991
     769,     714,  11.00000000000000,  12.20952380952380
     784,    2166,   1.00000000000000,   0.97568389057751
     785,     739,   5.00000000000000,   2.15873015873016
     786,     770,   6.00000000000000,   2.89610389610389
     793,     770,   1.00000000000000,   1.04166666666667
     798,     766,   1.00000000000000,   4.00700280112044
     798,     770,   1.00000000000000,   1.43406593406593
     808,    1115,   6.00000000000000,   2.89610389610389
     814,     709,   6.00000000000000,   4.34415584415583
     814,     740,   6.00000000000000,   2.08333333333333
     814,     766,   1.00000000000000,   2.26190476190476
     816,     715,   1.00000000000000,   4.34415584415583
     816,     770,   1.00000000000000,   0.97568389057751
     816,     770,   4.00000000000000,   1.95136778115501
     818,     771,   6.00000000000000,   1.04166666666667
     820,     663,   6.00000000000000,   4.79621848739496
     822,     317,  11.00000000000000,   0.69444444444444
     822,    2166,   1.00000000000000,   0.97568389057751
     830,     700,   1.00000000000000,   4.58843537414966
     830,     770,   1.00000000000000,   4.79621848739496
     831,    2166,   1.00000000000000,   2.00350140056022
     832,     322,   1.00000000000000,   0.97568389057751
     832,    2174,   1.00000000000000,   3.19747899159664
     833,     319,   1.00000000000000,   0.65045592705167
     835,     770,   1.00000000000000,   1.43406593406593
     836,     287,  11.00000000000000,   2.89610389610389
     846,    2008,   1.00000000000000,   2.00350140056022
     849,     409,   6.00000000000000,   4.00700280112044
     850,     710,   9.00000000000000,   4.79621848739496
     850,    2017,   6.00000000000000,   0.97568389057751
     854,     663,   6.00000000000000,   1.04166666666667
     857,     733,   1.00000000000000,   0.97568389057751
     862,     770,   1.00000000000000,   1.43406593406593
     862,     770,   4.00000000000000,   1.95136778115501
     866,     918,   6.00000000000000,   6.53650793650793
     868,     766,   6.00000000000000,   1.04166666666667
     874,    2166,   1.00000000000000,   4.79621848739496
     876,     302,   1.00000000000000,   1.50793650793651
     877,    1943,   1.00000000000000,   2.00350140056022
     879,     711,   6.00000000000000,   5.26719576719576
     881,     708,  11.00000000000000,   2.08571428571429
     881,     721,   1.00000000000000,   0.97568389057751
     881,     767,   1.00000000000000,   2.26190476190476
     881,     994,   6.00000000000000,   2.38300051203277
     881,    2069,   6.00000000000000,   3.19747899159664
     884,     771,   7.00000000000000,   4.79621848739496
     884,    2185,   1.00000000000000,   3.13605442176871
     885,     435,  11.00000000000000,   1.07936507936508
     886,     900,   6.00000000000000,   4.35767195767195
     888,    2017,   1.00000000000000,   0.97568389057751
     898,     770,   6.00000000000000,   0.97568389057751
     899,     719,   5.00000000000000,   2.15873015873016
     900,     480,  11.00000000000000,   1.50793650793651
     914,     709,   6.00000000000000,   4.79621848739496
     914,     769,   6.00000000000000,  12.20952380952380
     918,     709,   6.00000000000000,   4.79621848739496
     923,     730,   5.00000000000000,   2.15873015873016
     942,     739,   5.00000000000000,   7.14900153609832
     949,     317,   6.00000000000000,   2.00350140056022
     956,    2166,   1.00000000000000,   4.00700280112044
     957,     751,   1.00000000000000,   2.63359788359788
     977,     736,   1.00000000000000,  13.07301587301590
     977,    2124,   6.00000000000000,   4.34415584415583
     992,     663,   6.00000000000000,   2.63359788359788
     999,     738,   4.00000000000000,   1.95136778115501
    1014,     770,   1.00000000000000,   0.97568389057751
    1015,     769,   1.00000000000000,   4.58843537414966
    1018,     770,  11.00000000000000,   2.00350140056022
    1026,    2017,   6.00000000000000,   1.33566760037348
    1027,     770,   1.00000000000000,   0.95604395604396
    1042,     836,   6.00000000000000,   2.08571428571429
    1044,     656,   6.00000000000000,   4.00700280112044
    1044,     687,   6.00000000000000,   1.07936507936508
    1044,    2141,   6.00000000000000,   2.00350140056022
    1068,     711,   5.00000000000000,   9.30773169482848
    1070,     739,   5.00000000000000,   3.57450076804916
    1070,     913,   1.00000000000000,   2.38300051203277
    1074,     756,   1.00000000000000,   1.04166666666667
    1074,     769,   1.00000000000000,   2.00350140056022
    1077,     663,   6.00000000000000,   0.71957671957672
    1077,     952,   1.00000000000000,   0.97568389057751
    1080,     770,   1.00000000000000,   0.97568389057751
    1100,     739,   5.00000000000000,   2.15873015873016
    1115,     738,   5.00000000000000,   2.15873015873016
    1230,     703,   5.00000000000000,   2.00350140056022
    1455,     749,   5.00000000000000,   9.94047619047619
    1601,     739,   5.00000000000000,   7.14900153609832
    1918,     738,   4.00000000000000,   3.57450076804916
    1938,     661,   6.00000000000000,   0.97568389057751
    1939,     766,   1.00000000000000,   0.97568389057751
    1940,     420,   1.00000000000000,   0.97568389057751
    1940,     765,   4.00000000000000,   1.95136778115501
    1948,     695,   1.00000000000000,   4.58843537414966
    1950,     704,   6.00000000000000,   4.79621848739496
    1951,    2013,   1.00000000000000,   1.43406593406593
    1963,     711,   4.00000000000000,   1.95136778115501
    1970,     770,   6.00000000000000,   4.79621848739496
    1987,     771,   6.00000000000000,   3.57450076804916
    2010,     709,   1.00000000000000,   5.26719576719577
    2014,     684,   1.00000000000000,   2.27619047619048
    2015,     663,   6.00000000000000,   9.36904761904763
    2025,     663,   6.00000000000000,   4.97023809523809
    2026,     771,   6.00000000000000,   3.57450076804916
    2065,     429,  11.00000000000000,   2.00350140056022
    2065,     741,   6.00000000000000,   4.58843537414966
    2068,     767,   1.00000000000000,   2.00350140056022
    2080,     319,   1.00000000000000,   7.26984126984127
    2106,     770,   6.00000000000000,   6.10476190476190
    2107,     663,   4.00000000000000,   6.53650793650793
    2108,     749,   5.00000000000000,   2.15873015873016
    2112,    1115,   6.00000000000000,   1.75573192239859
    2124,     287,  11.00000000000000,   3.19747899159664
    2128,     322,   4.00000000000000,   4.00700280112044
    2130,     770,   4.00000000000000,   1.95136778115501
    2132,     661,   6.00000000000000,   2.63359788359788
    2134,     765,   6.00000000000000,   0.97568389057751
    2134,    2134,   1.00000000000000,   1.04535147392290
    2134,    2216,   6.00000000000000,   0.69444444444444
    2141,     738,  11.00000000000000,   8.68831168831167
    2151,    2015,   1.00000000000000,   1.07936507936508
    2170,     493,   1.00000000000000,   0.97568389057751
    2171,     663,   6.00000000000000,   0.65045592705167
    2176,     768,   5.00000000000000,   9.36904761904763
    2177,     425,   6.00000000000000,   4.79621848739496
    2177,     770,   1.00000000000000,   1.43406593406593
    2177,     770,   6.00000000000000,   1.13809523809524
    2181,     663,   6.00000000000000,   4.79621848739496
    2185,     711,  11.00000000000000,   4.97023809523809
    2189,     766,   1.00000000000000,   0.97568389057751
    2189,     900,   1.00000000000000,   3.19747899159664
    2191,     770,   6.00000000000000,   3.19747899159664
    2192,     249,   1.00000000000000,   7.64739229024944
    2194,    1995,   1.00000000000000,   1.04166666666667
    2202,     765,  11.00000000000000,   1.04166666666667
    2205,     738,   5.00000000000000,   9.59243697478991
    2207,     766,   1.00000000000000,   2.00350140056022
    2236,     749,   5.00000000000000,   9.94047619047619
    2243,     429,   6.00000000000000,   2.38300051203277
    2243,     673,   1.00000000000000,   1.04535147392290
    2244,     769,   1.00000000000000,   1.43406593406593
    2252,     663,   6.00000000000000,   2.00350140056022
    2260,     794,   1.00000000000000,   2.00350140056022
    2261,    2010,   4.00000000000000,   1.95136778115501
    2263,     770,   1.00000000000000,   2.00350140056022
    2268,     770,   6.00000000000000,   1.43406593406593
    2270,     663,   6.00000000000000,   4.34415584415583
    2270,    1044,   1.00000000000000,   0.69444444444444
    2285,     765,   1.00000000000000,   2.00350140056022
    2294,     766,   1.00000000000000,   4.00700280112044
