Agency,TRROUTE,Agency_TRROUTE,STATION_NAME,MODE_ID,Line,Route_ID,Stop_ID,TCNODE,WALK_ON,DRIVE_ON,MODE30_ON,MODE31_ON,MODE40_ON,MODE50_ON,MODE51_ON,MODE52_ON,MODE60_ON,MODE70_ON,MODE73_ON,MODE74_ON,MODE80_ON,MODE81_ON,MODE82_ON,Total_ON,WALK_OFF,DRIVE_OFF,MODE30_OFF,MODE31_OFF,MODE40_OFF,MODE50_OFF,MODE51_OFF,MODE52_OFF,MODE60_OFF,MODE70_OFF,MODE73_OFF,MODE74_OFF,MODE80_OFF,MODE81_OFF,MODE82_OFF,Total_OFF
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,1,78388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,2,78389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,3,78390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,DFWIA AB Terminal Station                         ,60,6002,1,4,58474,6.20897e-005,-4.90672e-005,0,0,0,0,0,3.38905,0,0,0,0,2465.56,1656.01,0,4124.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,5,78386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,6,78387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,7,78385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2258
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,8,58575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932.61,0,0,0,145.122,0,0,0,0,0,0,0,0,0,0,4077.74
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002,1,9,78388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,10,78388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,11,58575,4.47419e-006,-4.69387e-007,0,0,124.402,0,0,96.3397,0,0,0,0,0,0,0,220.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,12,78385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,13,78387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,14,78386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,DFWIA AB Terminal Station                         ,60,6002000,2,15,58474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8039,0,0,0,0,0,0,0,0,0,0,0,11.9009,3.70506,0,68.4098
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,16,78390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.332
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,17,78389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,DFW       ,APM_DFW             ,                                                  ,60,6002000,2,18,78388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001000,3,19,63677,2.82302,-6.14673e-007,0,0,0,0,0,93.5164,0,0,0,0,0,0,0,96.3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001000,3,20,58696,51.2225,0,0,0,0,0,0,0,0.21423,0,0,0,0,0,0,51.4368,23.3466,0,0,0,0,0,0,1.00934,0,0,0,0,0,0,0,24.356
APM       ,LASCOLINAS,APM_LASCOLINAS      ,Las Colinas Urban Center Station                  ,60,6001000,3,21,58695,49.6196,-8.51043e-006,0,0,0,55.0406,0,58.0535,0,0,6.34786,0,760.1,0,0,929.161,11.3776,0,0,0,0,2.2248,0,4.6992,0,0,0,0,21.7249,0,0,40.0265
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001000,3,22,58696,6.66246,-2.79397e-008,0,0,0,0,0,55.2226,0,0,0,0,0,0,0,61.885,189.079,0,0,0,0,0,0,0,0.21423,0,0,0,0,0,0,189.293
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001000,3,23,73953,0.898007,1.49012e-008,0,0,0,0,0,10.2466,0,0,0,0,0,0,0,11.1446,633.469,0,0,0,0,0,0,0.368258,0,0,0,0,0,0,0,633.837
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001000,3,24,52859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.556,0,0,0,0,0,0,0,0.898007,0,0,0,0,0,0,262.454
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001,4,25,52859,44.3525,0,0,0,0,0,0,0,0.898007,0,0,0,0,0,0,45.2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001,4,26,73953,95.4878,0,0,0,0,0,0,2.2258,0,0,0,0,0,0,0,97.7136,0.898007,0,0,0,0,0,0,1.23225,0,0,0,0,0,0,0,2.13026
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001,4,27,58696,51.2225,0,0,0,0,0,0,0,0.21423,0,0,0,0,0,0,51.4368,9.70135,0,0,0,0,0,0,12.6455,0,0,0,0,0,0,0,22.3469
APM       ,LASCOLINAS,APM_LASCOLINAS      ,Las Colinas Urban Center Station                  ,60,6001,4,28,58695,31.1472,-1.86265e-008,0,0,0,11.0357,0,10.3451,0,0,0.50875,0,137.254,0,0,190.291,18.9581,0,0,0,0,7.66066,0,21.2257,0,0,0,0,89.5449,0,0,137.389
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001,4,29,58696,7.8372,0,0,0,0,0,0,2.4008,0,0,0,0,0,0,0,10.238,189.079,0,0,0,0,0,0,0,0.21423,0,0,0,0,0,0,189.293
APM       ,LASCOLINAS,APM_LASCOLINAS      ,                                                  ,60,6001,4,30,63677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.658,0,0,0,0,0,0,33.1119,0,0,0,0,0,0,0,43.7699
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,31,53846,10.5834,-1.30385e-007,0,0,0,0,5.92371,0,0,0,0,0,14.1725,8.35989,0,39.0394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,32,53803,-3.18046e-007,6.15153e-007,0,0,0,0,11.911,0,0,0,19.5424,0,0,0,0,31.4534,0,0,0,0,0,0,0.111474,0,0,0,0,0,0,0,0,0.111474
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,33,53786,236.765,0,0,0,0,0,0.786366,0,0,0,0,0,0,0,0,237.552,10.9426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9426
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,34,53766,80.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.163,51.9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9871
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,35,53735,41.8022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8022,19.9792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9792
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,36,53665,151.43,-7.45058e-009,0,0,0,0,0.553003,0,0.725798,0,0,0,0,0,0,152.709,103.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.35
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,37,53623,41.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.088,4.55364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55364
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,38,53599,52.8698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8698,23.4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4272
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,39,53569,146.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.181,85.158,0,0,0,0,0,3.5699,0,0,0,0,0,0,0,0,88.7279
APM       ,MATA      ,APM_MATA            ,CityPlace Station                                 ,60,58251,5,40,53613,192.61,2.74554e-006,0,0,0,0,0,0,0,0,0,0,325.73,0,0,518.34,82.1807,0,0,0,0,15.6419,18.2149,8.85628,0,0,0,0,528.056,0,0,652.95
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,41,53554,23.0401,0,0,0,0,0,0.305947,0,0,0,0,0,0,0,0,23.3461,30.7994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7994
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,42,53497,94.5209,-7.45058e-009,0,0,0,3.19349,0,0,0,0,0,0,0,0,0,97.7144,60.9295,0,0,0,0,0,0,2.33716,0,0,0,0,0,0,0,63.2666
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,43,53482,176.654,0,0,0,0,0.126745,0,0,0,0,0,0,0,0,0,176.781,64.8606,0,0,0,0,1.4957,2.89766,0,0,0,0,0,0,0,0,69.254
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,44,53526,197.175,-5.58794e-009,0,0,0,0,0,28.7669,0,0,0,0,0,0,0,225.942,10.133,0,0,0,0,0,0.81832,0,0,0,0,0,0,0,0,10.9513
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,45,53537,132.392,-3.72529e-009,0,0,0,0,1.36809,0,0,0,0,0,0,0,0,133.76,45.2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2406
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,46,53570,203.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.117,115.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.123
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,47,53600,107.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.432,115.582,0,0,0,0,0.0553876,0.791558,0,0,0,0,0,0,0,0,116.429
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,48,65168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.753
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,49,53665,300.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.575,8.61593,0,0,0,0,0,0,0,0.725798,0,0,0,0,0,0,9.34172
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,50,53735,90.7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7851,20.1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1868
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,51,53766,43.8979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8979,35.7285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7285
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,52,53786,263.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.924,145.829,0,0,0,0,0,9.11988,0,0,0,0,0,0,0,0,154.949
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,53,53803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2473,0,0,0,0,0,39.3391,0,0,0,0.691075,0,0,0,0,96.2775
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,54,53846,13.1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1261,27.2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2426
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,55,53865,17.3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3155,93.7355,0,0,0,0,0,0,0,0,0,0,0,0,0.694307,0,94.4299
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,56,53897,9.52849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52849,22.0887,0,0,0,0,0,11.2158,0,0,0,0,0,84.3537,0,0,117.658
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,57,53917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9118,0,0,0,0,0,55.3538,0,0,0,0,0,0,0,0,72.2656
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,58,53966,23.4921,1.86265e-009,0,0,0,0,9.01559,0,0,0,0.790141,0,0,0,1.25802,34.5559,544.266,0,0,0,0,0,38.6025,0,0,0,0.00635158,0,0.236352,0,8.64135,591.753
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,59,54007,16.8327,0,0,0,0,0,8.31083,0,0,0,0,0,0,0,0,25.1435,99.839,0,0,0,0,0,19.0799,0,0,0,0.357065,0,0.000624482,0,0,119.277
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,60,53977,12.2433,7.91624e-009,0,0,0,0,8.18651,0,0,0,0,0,137.129,0,0,157.559,20.4564,0,0,0,0,0,13.6703,0,0,0,0,0,158.437,0,0,192.563
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,61,53963,0.248635,-9.73232e-008,0,0,0,0,45.127,0,0,0,2.37562,0,0,0,0,47.7512,41.5495,0,0,0,0,0,6.84951,0,0,0,0,0,0,0,0,48.399
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,62,53921,34.5208,0,0,0,0,0,6.4544,0,0,0,0,0,0,0,0.0748827,41.0501,84.148,0,0,0,0,0,0.0895678,0,0,0,0,0,0.248633,0,0,84.4862
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,63,53899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635228
APM       ,MATA      ,APM_MATA            ,                                                  ,60,58251,5,64,53846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5453,0,0,0,0,0,1.77719,0,0,0,0,0,1.13921,0,0,96.4617
DART      ,1         ,DART_1              ,Mockingbird Station                               ,51,50012,6,65,53048,6.21621,141.37,0,0,0,0.561878,0.851568,3.03048,0,0,0,0,16.8043,0,0,168.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,66,53000,14.8618,0,0,0,0,16.2665,0,3.18507,0,0,0,0,0,0,0,34.3134,11.2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2281
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,67,53046,3.89842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,68,53045,44.3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3342,7.92954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92954
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,69,53483,174.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.414,34.6808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6808
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,70,53709,152.338,0,0,0,0,1.25202,0,0,0,0,0,0,0,0,0,153.59,22.3499,0,0,0,0,1.45324,15.9528,0,0,0,0,0,0,0,0,39.7559
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,71,53721,70.1919,0,0,0,0,0.446077,0.00916041,0,0,0,0,0,0,0,0,70.6472,43.7885,0,0,0,0,2.18376,1.75895,0,0,0,0,0,0,0,0,47.7312
DART      ,1         ,DART_1              ,East Transfer Center                              ,51,50012,6,72,53967,0.750109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750109,39.3688,0,0,0,0,0,9.33518,0,1.33744,0,0.0858019,0,23.8564,0,0,73.9836
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,73,53975,-2.37924e-009,0,0,0,0,0,0.0255937,0,0,0,0,0,0,0,0,0.0255937,2.26219,0,0,0,0,0,6.65361,0,0,0,0,0,0,0,0,8.9158
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,74,54042,1.33864,-5.58794e-009,0,0,0,0,2.39771,0,0,0,0.535816,0,0,0,0,4.27216,12.0159,0,0,0,0,0,14.9935,0,0,0,0.257146,0,1.9761,0,0,29.2427
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,75,54047,0.822203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822203,0.604417,0,0,0,0,0,0.0917153,0,0.0373249,0,0,0,0,0,0,0.733457
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,76,54055,4.79146,-3.72529e-009,0,0,0,0,0.19126,0,0,0,0.186892,0,0,0,0,5.16962,13.5525,0,0,0,0,0,3.51276,0,0,0,0,0,0,0,0,17.0653
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,77,54063,0.804752,0,0,0,0,0,0.941784,0,0.133885,0,0.0429955,0,0,0,0,1.92342,38.46,0,0,0,0,0,1.85682,0,0.0645296,0,0.000557375,0,0,0,0,40.3819
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,78,54073,1.55654,0,0,0,0,0,0.343737,0,0,0,0,0,0,0,0,1.90027,52.803,0,0,0,0,0,0.033145,0,0.0189682,0,0.00131096,0,0,0,0,52.8565
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,79,54093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,80,54094,1.66349,0,0,0,0,0,0.0111234,0,0,0,0,0,0,0,0,1.67461,40.3881,0,0,0,0,0,0,0,0.0122199,0,0,0,3.14992,0,0,43.5502
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,81,54103,0.6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6513,49.5498,0,0,0,0,0,0,0,0,0,0,0,0.0597474,0,0,49.6095
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,82,54114,0.64739,3.21306e-008,0,0,0,0,2.9063,0,0,0,1.82837,0,0,0,0,5.38206,29.776,0,0,0,0,0,3.2529,0,0,0,0.00514967,0,0,0,0,33.034
DART      ,1         ,DART_1              ,Rosa Parks Plaza                                  ,51,50012,6,83,54127,0.003062,-6.21776e-006,0,0,0,0,19.3497,0,0,0,0,0,244.014,0,0,263.366,13.4238,0,0,0,0,0,10.9342,0,0,0,0,0,41.5341,0,0,65.8921
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,84,73784,1.47558,0,0,0,0,0,0.191613,0,0,0,0,0,0,0,0,1.66719,-6.91398e-009,0,0,0,0,0,0.860834,0,0,0,0,0,0,0,0,0.860834
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,85,73829,0.0188545,6.15837e-007,0,0,0,0,9.16186,0,2.52487e-005,0,1.67263,0,208.006,0,0,218.859,5.23763,0,0,0,0,0,0.976788,0,0,0,0,0,1.47187,0,0,7.68629
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,86,73848,0.000363863,0,0,0,0,0,0.00166041,0,0,0,0,0,0,0,0,0.00202427,-1.49012e-008,0,0,0,0,0,0.460559,0,0,0,0,0,0,0,0,0.460559
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,87,73831,0.0367211,-2.56114e-009,0,0,0,0,2.35096,0,0,0,0,0,0,0,0,2.38768,10.4564,0,0,0,0,0,0.962568,0,0,0,0,0,0,0.332756,0,11.7517
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,88,73750,0.373425,-8.14907e-010,0,0,0,0,0.30361,0,0,0,0,0,0,0,0,0.677034,507.006,0,0,0,0,0,9.2161,0,0,0,0.371115,0,0,0,0,516.594
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,89,54304,4.12669,0,0,0,0,0,0.262705,0,0,0,0,0,0,0,0,4.38939,10.2213,0,0,0,0,0,1.3549,0,0,0,0,0,0,0,0,11.5762
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,90,54291,3.25963e-009,0,0,0,0,0,0.163317,0,0,0,0,0,0,0,0,0.163317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,91,75104,1.74564,0,0,0,0,0,0.00442867,0,0,0,0,0,0,0,0,1.75007,8.76606,0,0,0,0,0,0.0116005,0,0,0,0,0,0,0,0,8.77766
DART      ,1         ,DART_1              ,Colorado Beckley Station                          ,51,50012,6,92,54481,0.794524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794524,17.1694,0,0,0,0,0,0.154671,0,0,0,0,0,0,0,0,17.3241
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,93,54588,0.497617,0,0,0,0,0,0,0.0156982,0,0,0,0,0,0,0,0.513315,8.23626,0,0,0,0,0.0342866,0,0.126118,0,0,0,0,0,0,0,8.39667
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,94,54604,1.60056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60056,0.102716,0,0,0,0,0.926783,0,0,0,0,0,0,0,0,0,1.0295
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,95,64114,0.738682,0,0,0,0,0,0.834524,0,0,0,0,0,0,0,0,1.57321,5.88644,0,0,0,0,0,3.01503,0,0,0,0,0,0,0,0,8.90147
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,96,54767,0.460766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460766,0.209502,0,0,0,0,0,0,0.188631,0,0,0,0,0,0,0,0.398134
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,97,54685,1.67954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67954,3.9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9402
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,98,54873,1.1928,0,0,0,0,0,0,0.0795554,0,0,0,0,0,0,0,1.27235,0.894832,0,0,0,0,0,0,0.0835454,0,0,0,0,0,0,0,0.978377
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,99,55028,0.232202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232202,3.67871,0,0,0,0,0.00256914,1.15611,0,0,0,0,0,0,0,0,4.83739
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,100,55031,0,0,0,0,0,0.416569,0,0,0,0,0,0,0,0,0,0.416569,4.60322,0,0,0,0,1.77152,0.190017,0,0,0,0,0,0,0,0,6.56476
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,101,55139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32214,0,0,0,0,1.08027,0.260821,0,0,0,0,0,0,0,0,5.66323
DART      ,1         ,DART_1              ,                                                  ,51,50012,6,102,55137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07527,0,0,0,0,0,0.0021328,0,0,0,0,0,0,0,0,2.07741
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,103,55137,4.39214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,104,55139,6.55622,2.09548e-009,0,0,0,1.11341,1.13276,0,0,0,0,0,0,0,0,8.80239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,105,55031,14.3645,7.21775e-009,0,0,0,0.663021,0.345095,0,0,0,0,0,0,0,0,15.3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,106,55028,7.12036,0,0,0,0,0.0383957,0.799472,0,0,0,0,0,0,0,0,7.95823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,107,54873,2.49543,0,0,0,0,0,0.000676847,0.000476531,0,0,0,0,0,0,0,2.49659,1.08759,0,0,0,0,0,0,0.124955,0,0,0,0,0,0,0,1.21254
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,108,54685,5.01255,0,0,0,0,0,0.00088518,0,0,0,0,0,0,0,0,5.01344,5.81455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81455
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,109,54767,0.784469,0,0,0,0,0,0,0.323715,0,0,0,0,0,0,0,1.10818,0.446049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446049
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,110,64114,2.91604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91604,6.08327,0,0,0,0,0,2.42965,0,0,0,0,0,0,0,0,8.51293
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,111,54604,1.81899e-009,0,0,0,0,0.0231001,0,0,0,0,0,0,0,0,0,0.0231001,4.88463,0,0,0,0,0.0549991,0,0,0,0,0,0,0,0,0,4.93963
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,112,54588,28.4715,1.19326e-008,0,0,0,1.38936,0,0.478412,0,0,0,0,0,0,0,30.3393,2.29811,0,0,0,0,0,0,0.0470947,0,0,0,0,0,0,0,2.34521
DART      ,1         ,DART_1              ,Colorado Beckley Station                          ,51,50012000,7,113,54481,11.0143,-1.61599e-008,0,0,0,0,0.516008,0.502859,0,0,0,0,0,0,0,12.0332,1.33527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33527
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,114,75104,1.73019,2.38651e-009,0,0,0,0,0.099533,0,0,0,0,0,0,0,0,1.82972,6.40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40715
DART      ,1         ,DART_1              ,                                                  ,51,50012000,7,115,54292,57.5615,0,0,0,0,0,0.0206428,0,0,0,0,0,0,0,0,57.5821,11.2632,0,0,0,0,0,0.0415432,0,0,0,0,0,0,0,0,11.3048
